PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33784989","Role of suppression of endometriosis with progestins before IVF-ET: a non-inferiority randomized controlled trial","Khalifa E, Mohammad H, Abdullah A, Abdel-Rasheed M, Khairy M, Hosni M.","BMC Pregnancy Childbirth. 2021 Mar 30;21(1):264. doi: 10.1186/s12884-021-03736-2.","Khalifa E","BMC Pregnancy Childbirth","2021","2021/03/31","PMC8011082","","10.1186/s12884-021-03736-2"
"37422772","Hepatotoxicity of AKR1C3 Inhibitor BAY1128688: Findings from an Early Terminated Phase IIa Trial for the Treatment of Endometriosis","Hilpert J, Groettrup-Wolfers E, Kosturski H, Bennett L, Barnes CLK, Gude K, Gashaw I, Reif S, Steger-Hartmann T, Scheerans C, Solms A, Rottmann A, Mao G, Chapron C.","Drugs R D. 2023 Sep;23(3):221-237. doi: 10.1007/s40268-023-00427-5. Epub 2023 Jul 9.","Hilpert J","Drugs R D","2023","2023/07/09","PMC10439066","","10.1007/s40268-023-00427-5"
"28258747","Psychotherapy With Somatosensory Stimulation for Endometriosis-Associated Pain: The Role of the Anterior Hippocampus","Beissner F, Preibisch C, Schweizer-Arau A, Popovici RM, Meissner K.","Biol Psychiatry. 2018 Nov 15;84(10):734-742. doi: 10.1016/j.biopsych.2017.01.006. Epub 2017 Jan 16.","Beissner F","Biol Psychiatry","2018","2017/03/05","","","10.1016/j.biopsych.2017.01.006"
"30777471","The modulating effects of Resveratrol on the expression of MMP-2 and MMP-9 in endometriosis women: a randomized exploratory trial","Kodarahmian M, Amidi F, Moini A, Kashani L, Shabani Nashtaei M, Pazhohan A, Bahramrezai M, Berenjian S, Sobhani A.","Gynecol Endocrinol. 2019 Aug;35(8):719-726. doi: 10.1080/09513590.2019.1576612. Epub 2019 Feb 19.","Kodarahmian M","Gynecol Endocrinol","2019","2019/02/20","","","10.1080/09513590.2019.1576612"
"11166755","Laparoscopically assisted definitive treatment of severe endometriosis","Soysal ME, Soysal S, Vicdan K.","Int J Gynaecol Obstet. 2001 Feb;72(2):191-2. doi: 10.1016/s0020-7292(00)00361-1.","Soysal ME","Int J Gynaecol Obstet","2001","2001/02/13","","","10.1016/s0020-7292(00)00361-1"
"14738640","Insertion of mirena after endometrial resection in patients with adenomyosis","Maia H Jr, Maltez A, Coelho G, Athayde C, Coutinho EM.","J Am Assoc Gynecol Laparosc. 2003 Nov;10(4):512-6. doi: 10.1016/s1074-3804(05)60158-2.","Maia H Jr","J Am Assoc Gynecol Laparosc","2003","2004/01/24","","","10.1016/s1074-3804(05)60158-2"
"32412587","Progesterone receptor ligands for the treatment of endometriosis: the mechanisms behind therapeutic success and failure","Reis FM, Coutinho LM, Vannuccini S, Batteux F, Chapron C, Petraglia F.","Hum Reprod Update. 2020 Jun 18;26(4):565-585. doi: 10.1093/humupd/dmaa009.","Reis FM","Hum Reprod Update","2020","2020/05/16","PMC7317284","","10.1093/humupd/dmaa009"
"18973896","Long-term cyclic and continuous oral contraceptive therapy and endometrioma recurrence: a randomized controlled trial","Seracchioli R, Mabrouk M, Frascà C, Manuzzi L, Montanari G, Keramyda A, Venturoli S.","Fertil Steril. 2010 Jan;93(1):52-6. doi: 10.1016/j.fertnstert.2008.09.052. Epub 2008 Oct 29.","Seracchioli R","Fertil Steril","2010","2008/11/01","","","10.1016/j.fertnstert.2008.09.052"
"33305626","The modulating effects of vitamin D on the activity of β-catenin in the endometrium of women with endometriosis: a randomized exploratory trial","Pazhohan A, Danaei-Mehrabad S, Mohamad-Rezaeii Z, Amidi F, Khodarahmian M, Shabani Nashtaei M, Sobhani A, Farajzadeh MA.","Gynecol Endocrinol. 2021 Mar;37(3):278-282. doi: 10.1080/09513590.2020.1858780. Epub 2020 Dec 11.","Pazhohan A","Gynecol Endocrinol","2021","2020/12/11","","","10.1080/09513590.2020.1858780"
"22093493","Inhibin B for assessment of ovarian reserve after laparoscopic treatment of ovarian endometriomas","Coric M, Goluza T, Juras J.","Int J Gynaecol Obstet. 2012 Feb;116(2):169-70. doi: 10.1016/j.ijgo.2011.09.014. Epub 2011 Nov 17.","Coric M","Int J Gynaecol Obstet","2012","2011/11/19","","","10.1016/j.ijgo.2011.09.014"
"20663495","Use of oral contraceptives in women with endometriosis before assisted reproduction treatment improves outcomes","de Ziegler D, Gayet V, Aubriot FX, Fauque P, Streuli I, Wolf JP, de Mouzon J, Chapron C.","Fertil Steril. 2010 Dec;94(7):2796-9. doi: 10.1016/j.fertnstert.2010.05.056. Epub 2010 Jul 21.","de Ziegler D","Fertil Steril","2010","2010/07/29","","","10.1016/j.fertnstert.2010.05.056"
"36690299","Efficacy of long-term pituitary down-regulation pretreatment prior to in vitro fertilization in infertile patients with endometriosis: A meta-analysis","Tian Y, Zhang L, Qi D, Yan L, Song J, Du Y.","J Gynecol Obstet Hum Reprod. 2023 Mar;52(3):102541. doi: 10.1016/j.jogoh.2023.102541. Epub 2023 Jan 20.","Tian Y","J Gynecol Obstet Hum Reprod","2023","2023/01/23","","","10.1016/j.jogoh.2023.102541"
"16038370","A randomized, parallel, comparative study of the efficacy and safety of nafarelin versus danazol in the treatment of endometriosis in Taiwan","Cheng MH, Yu BK, Chang SP, Wang PH.","J Chin Med Assoc. 2005 Jul;68(7):307-14. doi: 10.1016/S1726-4901(09)70166-2.","Cheng MH","J Chin Med Assoc","2005","2005/07/26","","","10.1016/S1726-4901(09)70166-2"
"12648180","Subdermal progestin implant (Nestorone) in the treatment of endometriosis: clinical response to various doses","Ylänen K, Laatikainen T, Lähteenmäki P, Moo-Young AJ.","Acta Obstet Gynecol Scand. 2003 Feb;82(2):167-72.","Ylänen K","Acta Obstet Gynecol Scand","2003","2003/03/22","","",""
"36716811","Efficacy of acupuncture for endometriosis-associated pain: a multicenter randomized single-blind placebo-controlled trial","Li PS, Peng XM, Niu XX, Xu L, Hung Yu Ng E, Wang CC, Dai JF, Lu J, Liang RN.","Fertil Steril. 2023 May;119(5):815-823. doi: 10.1016/j.fertnstert.2023.01.034. Epub 2023 Jan 27.","Li PS","Fertil Steril","2023","2023/01/30","","","10.1016/j.fertnstert.2023.01.034"
"29889764","Long-Term Outcomes of Elagolix in Women With Endometriosis: Results From Two Extension Studies","Surrey E, Taylor HS, Giudice L, Lessey BA, Abrao MS, Archer DF, Diamond MP, Johnson NP, Watts NB, Gallagher JC, Simon JA, Carr BR, Dmowski WP, Leyland N, Singh SS, Rechberger T, Agarwal SK, Duan WR, Schwefel B, Thomas JW, Peloso PM, Ng J, Soliman AM, Chwalisz K.","Obstet Gynecol. 2018 Jul;132(1):147-160. doi: 10.1097/AOG.0000000000002675.","Surrey E","Obstet Gynecol","2018","2018/06/12","","","10.1097/AOG.0000000000002675"
"29054042","Spontaneous hemoperitoneum in pregnancy (SHiP) and endometriosis - A systematic review of the recent literature","Lier MCI, Malik RF, Ket JCF, Lambalk CB, Brosens IA, Mijatovic V.","Eur J Obstet Gynecol Reprod Biol. 2017 Dec;219:57-65. doi: 10.1016/j.ejogrb.2017.10.012. Epub 2017 Oct 12.","Lier MCI","Eur J Obstet Gynecol Reprod Biol","2017","2017/10/21","","","10.1016/j.ejogrb.2017.10.012"
"30058418","Effects of vitamin C on the outcome of in vitro fertilization-embryo transfer in endometriosis: A randomized controlled study","Lu X, Wu Z, Wang M, Cheng W.","J Int Med Res. 2018 Nov;46(11):4624-4633. doi: 10.1177/0300060518786918. Epub 2018 Jul 29.","Lu X","J Int Med Res","2018","2018/07/31","PMC6259375","","10.1177/0300060518786918"
"19556801","Interval of injections of intramuscular depot medroxyprogesterone acetate in the long-term treatment of endometriosis-associated pain: a randomized comparative trial","Cheewadhanaraks S, Peeyananjarassri K, Choksuchat C, Dhanaworavibul K, Choobun T, Bunyapipat S.","Gynecol Obstet Invest. 2009;68(2):116-21. doi: 10.1159/000226090. Epub 2009 Jun 24.","Cheewadhanaraks S","Gynecol Obstet Invest","2009","2009/06/27","","","10.1159/000226090"
"37838623","Safety, Pharmacokinetics, and Pharmacodynamics of SHR7280, a Non-peptide GnRH Antagonist in Premenopausal Women with Endometriosis: A Randomized, Double-Blind, Placebo-Controlled Phase 1 Study","Li Y, Zheng Y, Xu B, Cai L, Feng S, Liu Y, Zhu Z, Yu Q, Guo H.","Clin Pharmacokinet. 2023 Dec;62(12):1739-1748. doi: 10.1007/s40262-023-01315-6. Epub 2023 Oct 14.","Li Y","Clin Pharmacokinet","2023","2023/10/14","","","10.1007/s40262-023-01315-6"
"25510324","Assessment of ovarian reserve using anti-Müllerian hormone levels in benign gynecologic conditions and surgical interventions: a systematic narrative review","Iwase A, Nakamura T, Nakahara T, Goto M, Kikkawa F.","Reprod Biol Endocrinol. 2014 Dec 15;12:125. doi: 10.1186/1477-7827-12-125.","Iwase A","Reprod Biol Endocrinol","2014","2014/12/17","PMC4274680","","10.1186/1477-7827-12-125"
"27840143","Googling endometriosis: a systematic review of information available on the Internet","Hirsch M, Aggarwal S, Barker C, Davis CJ, Duffy JMN.","Am J Obstet Gynecol. 2017 May;216(5):451-458.e1. doi: 10.1016/j.ajog.2016.11.1007. Epub 2016 Nov 11.","Hirsch M","Am J Obstet Gynecol","2017","2016/11/15","","","10.1016/j.ajog.2016.11.1007"
"20728977","Is acupuncture in addition to conventional medicine effective as pain treatment for endometriosis? A randomised controlled cross-over trial","Rubi-Klein K, Kucera-Sliutz E, Nissel H, Bijak M, Stockenhuber D, Fink M, Wolkenstein E.","Eur J Obstet Gynecol Reprod Biol. 2010 Nov;153(1):90-3. doi: 10.1016/j.ejogrb.2010.06.023. Epub 2010 Aug 21.","Rubi-Klein K","Eur J Obstet Gynecol Reprod Biol","2010","2010/08/24","","","10.1016/j.ejogrb.2010.06.023"
"23660087","Analysis of the levonorgestrel-releasing intrauterine system in women with endometriosis","Lan S, Ling L, Jianhong Z, Xijing J, Lihui W.","J Int Med Res. 2013 Jun;41(3):548-58. doi: 10.1177/0300060513479865. Epub 2013 May 9.","Lan S","J Int Med Res","2013","2013/05/11","","","10.1177/0300060513479865"
"28168715","Efficacy, safety and tolerability of the CCR1 antagonist BAY 86-5047 for the treatment of endometriosis-associated pelvic pain: a randomized controlled trial","Trummer D, Walzer A, Groettrup-Wolfers E, Schmitz H.","Acta Obstet Gynecol Scand. 2017 Jun;96(6):694-701. doi: 10.1111/aogs.13105. Epub 2017 Mar 16.","Trummer D","Acta Obstet Gynecol Scand","2017","2017/02/08","","","10.1111/aogs.13105"
"27143518","Administration of atosiban in patients with endometriosis undergoing frozen-thawed embryo transfer: a prospective, randomized study","He Y, Wu H, He X, Xing Q, Zhou P, Cao Y, Wei Z.","Fertil Steril. 2016 Aug;106(2):416-22. doi: 10.1016/j.fertnstert.2016.04.019. Epub 2016 Apr 30.","He Y","Fertil Steril","2016","2016/05/05","","","10.1016/j.fertnstert.2016.04.019"
"35284956","Hybrid argon plasma coagulation (HybridAPC) versus sharp excision for the treatment of endometriosis: a prospective randomized clinical trial","Keckstein JS, Keckstein S, Brunecker K, Neugebauer A, Nüssle D, Hoffmann S, Andress J, Neis F, Scharpf M, Enderle M, Rothmund R, Brucker SY, Jun MW, Kraemer B.","Arch Gynecol Obstet. 2023 Jan;307(1):187-194. doi: 10.1007/s00404-022-06473-9. Epub 2022 Mar 13.","Keckstein JS","Arch Gynecol Obstet","2023","2022/03/14","PMC9837017","","10.1007/s00404-022-06473-9"
"31831028","The clinical outcome of Dienogest treatment followed by in vitro fertilization and embryo transfer in infertile women with endometriosis","Tamura H, Yoshida H, Kikuchi H, Josaki M, Mihara Y, Shirafuta Y, Shinagawa M, Tamura I, Taketani T, Takasaki A, Sugino N.","J Ovarian Res. 2019 Dec 12;12(1):123. doi: 10.1186/s13048-019-0597-y.","Tamura H","J Ovarian Res","2019","2019/12/14","PMC6909621","","10.1186/s13048-019-0597-y"
"15762970","The effect of physical training on bone mineral density in women with endometriosis treated with GnRH analogs: a pilot study","Bergström I, Freyschuss B, Jacobsson H, Landgren BM.","Acta Obstet Gynecol Scand. 2005 Apr;84(4):380-3. doi: 10.1111/j.0001-6349.2005.00558.x.","Bergström I","Acta Obstet Gynecol Scand","2005","2005/03/15","","","10.1111/j.0001-6349.2005.00558.x"
"30679138","The IVF-LUBE trial - a randomized trial to assess Lipiodol(®) uterine bathing effect in women with endometriosis or repeat implantation failure undergoing IVF","Reilly SJ, Glanville EJ, Dhorepatil B, Prentice LR, Mol BW, Johnson NP.","Reprod Biomed Online. 2019 Mar;38(3):380-386. doi: 10.1016/j.rbmo.2018.11.015. Epub 2018 Dec 7.","Reilly SJ","Reprod Biomed Online","2019","2019/01/26","","","10.1016/j.rbmo.2018.11.015"
"38406841","Impact of haemostasis methods during ovarian cystectomy on ovarian reserve: a pairwise and network meta-analysis","Xie Q, Xie Y, Shi Y, Quan X, Yang X.","J Obstet Gynaecol. 2024 Dec;44(1):2320294. doi: 10.1080/01443615.2024.2320294. Epub 2024 Feb 26.","Xie Q","J Obstet Gynaecol","2024","2024/02/26","","","10.1080/01443615.2024.2320294"
"31816389","Is Endometriosis More Common and More Severe Than It Was 30 Years Ago?","Ghiasi M, Kulkarni MT, Missmer SA.","J Minim Invasive Gynecol. 2020 Feb;27(2):452-461. doi: 10.1016/j.jmig.2019.11.018. Epub 2019 Dec 6.","Ghiasi M","J Minim Invasive Gynecol","2020","2019/12/10","","","10.1016/j.jmig.2019.11.018"
"20089522","Dienogest is as effective as leuprolide acetate in treating the painful symptoms of endometriosis: a 24-week, randomized, multicentre, open-label trial","Strowitzki T, Marr J, Gerlinger C, Faustmann T, Seitz C.","Hum Reprod. 2010 Mar;25(3):633-41. doi: 10.1093/humrep/dep469. Epub 2010 Jan 19.","Strowitzki T","Hum Reprod","2010","2010/01/22","","","10.1093/humrep/dep469"
"36541405","The co-effect of sensate focus technique and sexual position changing on sexual function of women who use medical treatment for endometriosis","Tajik M, Shahali S, Shadjoo K.","J Obstet Gynaecol. 2022 Nov;42(8):3706-3711. doi: 10.1080/01443615.2022.2158316. Epub 2022 Dec 21.","Tajik M","J Obstet Gynaecol","2022","2022/12/21","","","10.1080/01443615.2022.2158316"
"20883991","Postoperative medical treatment of chronic pelvic pain related to severe endometriosis: levonorgestrel-releasing intrauterine system versus gonadotropin-releasing hormone analogue","Bayoglu Tekin Y, Dilbaz B, Altinbas SK, Dilbaz S.","Fertil Steril. 2011 Feb;95(2):492-6. doi: 10.1016/j.fertnstert.2010.08.042.","Bayoglu Tekin Y","Fertil Steril","2011","2010/10/02","","","10.1016/j.fertnstert.2010.08.042"
"21300339","Randomized trial of leuprolide versus continuous oral contraceptives in the treatment of endometriosis-associated pelvic pain","Guzick DS, Huang LS, Broadman BA, Nealon M, Hornstein MD.","Fertil Steril. 2011 Apr;95(5):1568-73. doi: 10.1016/j.fertnstert.2011.01.027.","Guzick DS","Fertil Steril","2011","2011/02/09","PMC4271794","NIHMS266656","10.1016/j.fertnstert.2011.01.027"
"29493042","Pleiotropic roles of melatonin in endometriosis, recurrent spontaneous abortion, and polycystic ovary syndrome","Yang HL, Zhou WJ, Gu CJ, Meng YH, Shao J, Li DJ, Li MQ.","Am J Reprod Immunol. 2018 Jul;80(1):e12839. doi: 10.1111/aji.12839. Epub 2018 Mar 1.","Yang HL","Am J Reprod Immunol","2018","2018/03/02","","","10.1111/aji.12839"
"23712737","The effects of levamisole on experimental endometriosis: a randomized controlled trial in a rat model","Azimirad A, Alborzi S, Kumar PV, Zarei A, Azimirad M.","Arch Gynecol Obstet. 2013 Dec;288(6):1301-8. doi: 10.1007/s00404-013-2895-8. Epub 2013 May 28.","Azimirad A","Arch Gynecol Obstet","2013","2013/05/29","","","10.1007/s00404-013-2895-8"
"11438377","Soluble ICAM-1 levels in the serum of endometriotic patients appear to be independent of medical treatment","Matalliotakis IM, Vassiliadis S, Goumenou AG, Athanassakis I, Koumantakis GE, Neonaki MA, Koumantakis EE.","J Reprod Immunol. 2001 Jul;51(1):9-19. doi: 10.1016/s0165-0378(01)00064-x.","Matalliotakis IM","J Reprod Immunol","2001","2001/07/05","","","10.1016/s0165-0378(01)00064-x"
"18653184","Dienogest is as effective as intranasal buserelin acetate for the relief of pain symptoms associated with endometriosis--a randomized, double-blind, multicenter, controlled trial","Harada T, Momoeda M, Taketani Y, Aso T, Fukunaga M, Hagino H, Terakawa N.","Fertil Steril. 2009 Mar;91(3):675-81. doi: 10.1016/j.fertnstert.2007.12.080. Epub 2008 Jul 23.","Harada T","Fertil Steril","2009","2008/07/26","","","10.1016/j.fertnstert.2007.12.080"
"39002879","Efficacy and safety of the combination of estetrol 15 mg/drospirenone 3 mg in a cyclic regimen for the treatment of endometriosis-associated pain and objective gynecological findings: a multicenter, placebo-controlled, double-blind, randomized study","Harada T, Kobayashi T, Hirakawa A, Takayanagi T, Nogami M, Mochiyama T, Hirayama M, Foidart JM, Osuga Y.","Fertil Steril. 2024 Nov;122(5):894-901. doi: 10.1016/j.fertnstert.2024.07.011. Epub 2024 Jul 14.","Harada T","Fertil Steril","2024","2024/07/13","","","10.1016/j.fertnstert.2024.07.011"
"19041438","Implanon versus medroxyprogesterone acetate: effects on pain scores in patients with symptomatic endometriosis--a pilot study","Walch K, Unfried G, Huber J, Kurz C, van Trotsenburg M, Pernicka E, Wenzl R.","Contraception. 2009 Jan;79(1):29-34. doi: 10.1016/j.contraception.2008.07.017. Epub 2008 Sep 25.","Walch K","Contraception","2009","2008/12/02","","","10.1016/j.contraception.2008.07.017"
"17584822","Endometriosis: cost estimates and methodological perspective","Simoens S, Hummelshoj L, D'Hooghe T.","Hum Reprod Update. 2007 Jul-Aug;13(4):395-404. doi: 10.1093/humupd/dmm010.","Simoens S","Hum Reprod Update","2007","2007/06/23","","","10.1093/humupd/dmm010"
"35947347","Assessment of Two Formulations of Triptorelin in Chinese Patients with Endometriosis: A Phase 3, Randomized Controlled Trial","Li X, Li H, Shi H, Li X, Zhou R, Lu D, Cai Y, Zhou Y, Cabri P, Shi X, Pedret-Dunn A, Leng J.","Adv Ther. 2022 Oct;39(10):4663-4677. doi: 10.1007/s12325-022-02264-5. Epub 2022 Aug 10.","Li X","Adv Ther","2022","2022/08/10","PMC9464738","","10.1007/s12325-022-02264-5"
"26881208","Treatment of Endometriosis with the GnRHa Deslorelin and Add-Back Estradiol and Supplementary Testosterone","Agarwal SK, Daniels A, Drosman SR, Udoff L, Foster WG, Pike MC, Spicer DV, Daniels JR.","Biomed Res Int. 2015;2015:934164. doi: 10.1155/2015/934164. Epub 2015 Dec 31.","Agarwal SK","Biomed Res Int","2015","2016/02/17","PMC4736002","","10.1155/2015/934164"
"25249568","Elagolix, an oral GnRH antagonist, versus subcutaneous depot medroxyprogesterone acetate for the treatment of endometriosis: effects on bone mineral density","Carr B, Dmowski WP, O'Brien C, Jiang P, Burke J, Jimenez R, Garner E, Chwalisz K.","Reprod Sci. 2014 Nov;21(11):1341-51. doi: 10.1177/1933719114549848. Epub 2014 Sep 23.","Carr B","Reprod Sci","2014","2014/09/25","PMC4212335","","10.1177/1933719114549848"
"19393996","The impact on ovarian reserve after laparoscopic ovarian cystectomy versus three-stage management in patients with endometriomas: a prospective randomized study","Tsolakidis D, Pados G, Vavilis D, Athanatos D, Tsalikis T, Giannakou A, Tarlatzis BC.","Fertil Steril. 2010 Jun;94(1):71-7. doi: 10.1016/j.fertnstert.2009.01.138. Epub 2009 Apr 25.","Tsolakidis D","Fertil Steril","2010","2009/04/28","","","10.1016/j.fertnstert.2009.01.138"
"34895700","Relugolix, an oral gonadotropin-releasing hormone receptor antagonist, reduces endometriosis-associated pain compared with leuprorelin in Japanese women: a phase 3, randomized, double-blind, noninferiority study","Harada T, Osuga Y, Suzuki Y, Fujisawa M, Fukui M, Kitawaki J.","Fertil Steril. 2022 Mar;117(3):583-592. doi: 10.1016/j.fertnstert.2021.11.013. Epub 2021 Dec 8.","Harada T","Fertil Steril","2022","2021/12/13","","","10.1016/j.fertnstert.2021.11.013"
"24965997","Could statins constitute a novel treatment for endometriosis? Systematic review of the literature","Gibran L, Maranhão RC, Abrão MS, Baracat EC, Podgaec S.","Eur J Obstet Gynecol Reprod Biol. 2014 Aug;179:153-8. doi: 10.1016/j.ejogrb.2014.05.028. Epub 2014 Jun 2.","Gibran L","Eur J Obstet Gynecol Reprod Biol","2014","2014/06/27","","","10.1016/j.ejogrb.2014.05.028"
"37778735","Gynecological trials frequently exclude people based on their symptoms rather than their condition: a systematic review of Cochrane reviews and their component trials","Stocking K, Watson A, Kirkham JJ, Wilkinson J, Vail A.","J Clin Epidemiol. 2023 Nov;163:29-36. doi: 10.1016/j.jclinepi.2023.09.012. Epub 2023 Sep 29.","Stocking K","J Clin Epidemiol","2023","2023/10/01","","","10.1016/j.jclinepi.2023.09.012"
"23602498","Efficacy of melatonin in the treatment of endometriosis: a phase II, randomized, double-blind, placebo-controlled trial","Schwertner A, Conceição Dos Santos CC, Costa GD, Deitos A, de Souza A, de Souza IC, Torres IL, da Cunha Filho JS, Caumo W.","Pain. 2013 Jun;154(6):874-81. doi: 10.1016/j.pain.2013.02.025. Epub 2013 Mar 5.","Schwertner A","Pain","2013","2013/04/23","","","10.1016/j.pain.2013.02.025"
"30396557","Control of endometriosis-associated pain with etonogestrel-releasing contraceptive implant and 52-mg levonorgestrel-releasing intrauterine system: randomized clinical trial","Carvalho N, Margatho D, Cursino K, Benetti-Pinto CL, Bahamondes L.","Fertil Steril. 2018 Nov;110(6):1129-1136. doi: 10.1016/j.fertnstert.2018.07.003.","Carvalho N","Fertil Steril","2018","2018/11/07","","","10.1016/j.fertnstert.2018.07.003"
"22442736","Women with endometriosis are more likely to suffer from migraines: a population-based study","Yang MH, Wang PH, Wang SJ, Sun WZ, Oyang YJ, Fuh JL.","PLoS One. 2012;7(3):e33941. doi: 10.1371/journal.pone.0033941. Epub 2012 Mar 19.","Yang MH","PLoS One","2012","2012/03/24","PMC3307779","","10.1371/journal.pone.0033941"
"32227676","A core outcome set for future endometriosis research: an international consensus development study","Duffy J, Hirsch M, Vercoe M, Abbott J, Barker C, Collura B, Drake R, Evers J, Hickey M, Horne AW, Hull ML, Kolekar S, Lensen S, Johnson NP, Mahajan V, Mol BW, Otter AS, Puscasiu L, Rodriguez MB, Rombauts L, Vail A, Wang R, Farquhar CM; endo:outcomes - an International Collaboration Harmonising Outcomes and Outcome Measures for Endometriosis Research.","BJOG. 2020 Jul;127(8):967-974. doi: 10.1111/1471-0528.16157. Epub 2020 Mar 30.","Duffy J","BJOG","2020","2020/04/01","","","10.1111/1471-0528.16157"
"16595206","Subcutaneous injection of depot medroxyprogesterone acetate compared with leuprolide acetate in the treatment of endometriosis-associated pain","Schlaff WD, Carson SA, Luciano A, Ross D, Bergqvist A.","Fertil Steril. 2006 Feb;85(2):314-25. doi: 10.1016/j.fertnstert.2005.07.1315.","Schlaff WD","Fertil Steril","2006","2006/04/06","","","10.1016/j.fertnstert.2005.07.1315"
"35583746","Impact of curcumin, quercetin, or resveratrol on the pathophysiology of endometriosis: A systematic review","Hipólito-Reis M, Neto AC, Neves D.","Phytother Res. 2022 Jun;36(6):2416-2433. doi: 10.1002/ptr.7464. Epub 2022 May 18.","Hipólito-Reis M","Phytother Res","2022","2022/05/18","","","10.1002/ptr.7464"
"21175391","Use of mifepristone to treat endometriosis: a review of clinical trials and trial-like studies conducted in China","Guo SW, Liu M, Shen F, Liu X.","Womens Health (Lond). 2011 Jan;7(1):51-70. doi: 10.2217/whe.10.79.","Guo SW","Womens Health (Lond)","2011","2010/12/24","","","10.2217/whe.10.79"
"14967363","Equivalence of the 3-month and 28-day formulations of triptorelin with regard to achievement and maintenance of medical castration in women with endometriosis","Donnez J, Dewart PJ, Hedon B, Perino A, Schindler AE, Blumberg J, Querleu D.","Fertil Steril. 2004 Feb;81(2):297-304. doi: 10.1016/j.fertnstert.2003.07.013.","Donnez J","Fertil Steril","2004","2004/02/18","","","10.1016/j.fertnstert.2003.07.013"
"38890641","Efficacy and safety of eliapixant in endometriosis-associated pelvic pain: the randomized, placebo-controlled phase 2b SCHUMANN study","Parke S, Gude K, Roth K, Messina F.","BMC Womens Health. 2024 Jun 19;24(1):353. doi: 10.1186/s12905-024-03188-8.","Parke S","BMC Womens Health","2024","2024/06/18","PMC11186168","","10.1186/s12905-024-03188-8"
"21481381","The effect of laparoscopic ovarian cystectomy versus coagulation in bilateral endometriomas on ovarian reserve as determined by antral follicle count and ovarian volume: a prospective randomized study","Var T, Batioglu S, Tonguc E, Kahyaoglu I.","Fertil Steril. 2011 Jun;95(7):2247-50. doi: 10.1016/j.fertnstert.2011.03.078. Epub 2011 Apr 9.","Var T","Fertil Steril","2011","2011/04/13","","","10.1016/j.fertnstert.2011.03.078"
"22459918","Detailed analysis of a randomized, multicenter, comparative trial of dienogest versus leuprolide acetate in endometriosis","Strowitzki T, Marr J, Gerlinger C, Faustmann T, Seitz C.","Int J Gynaecol Obstet. 2012 Jun;117(3):228-33. doi: 10.1016/j.ijgo.2012.01.009. Epub 2012 Mar 27.","Strowitzki T","Int J Gynaecol Obstet","2012","2012/03/31","","","10.1016/j.ijgo.2012.01.009"
"34444692","Endometriosis and Phytoestrogens: Friends or Foes? A Systematic Review","Bartiromo L, Schimberni M, Villanacci R, Ottolina J, Dolci C, Salmeri N, Viganò P, Candiani M.","Nutrients. 2021 Jul 24;13(8):2532. doi: 10.3390/nu13082532.","Bartiromo L","Nutrients","2021","2021/08/27","PMC8398277","","10.3390/nu13082532"
"19958132","Electrodermal measures of Jing-Well points and their clinical relevance in endometriosis-related chronic pelvic pain","Ahn AC, Schnyer R, Conboy L, Laufer MR, Wayne PM.","J Altern Complement Med. 2009 Dec;15(12):1293-305. doi: 10.1089/acm.2008.0597.","Ahn AC","J Altern Complement Med","2009","2009/12/05","PMC2876713","NIHMS191701","10.1089/acm.2008.0597"
"21255776","Urinary peptide profiling identifies a panel of putative biomarkers for diagnosing and staging endometriosis","El-Kasti MM, Wright C, Fye HK, Roseman F, Kessler BM, Becker CM.","Fertil Steril. 2011 Mar 15;95(4):1261-6.e1-6. doi: 10.1016/j.fertnstert.2010.11.066. Epub 2011 Jan 21.","El-Kasti MM","Fertil Steril","2011","2011/01/25","","","10.1016/j.fertnstert.2010.11.066"
"21575941","Ovarian cystectomy versus laser vaporization in the treatment of ovarian endometriomas: a randomized clinical trial with a five-year follow-up","Carmona F, Martínez-Zamora MA, Rabanal A, Martínez-Román S, Balasch J.","Fertil Steril. 2011 Jul;96(1):251-4. doi: 10.1016/j.fertnstert.2011.04.068. Epub 2011 May 14.","Carmona F","Fertil Steril","2011","2011/05/18","","","10.1016/j.fertnstert.2011.04.068"
"39257907","Endometriosis and aspirin: a systematic review","Yang Y, Lai H, Li Z, Zhang J.","Front Endocrinol (Lausanne). 2024 Aug 27;15:1409469. doi: 10.3389/fendo.2024.1409469. eCollection 2024.","Yang Y","Front Endocrinol (Lausanne)","2024","2024/09/11","PMC11384985","","10.3389/fendo.2024.1409469"
"27473545","Protocol of randomized controlled trial of potentized estrogen in homeopathic treatment of chronic pelvic pain associated with endometriosis","Teixeira MZ, Podgaec S, Baracat EC.","Homeopathy. 2016 Aug;105(3):240-249. doi: 10.1016/j.homp.2016.03.002. Epub 2016 May 13.","Teixeira MZ","Homeopathy","2016","2016/07/31","","","10.1016/j.homp.2016.03.002"
"19923847","Efficacy of gonadotropin-releasing hormone agonist and an extended-interval dosing regimen in the treatment of patients with adenomyosis and endometriosis","Kang JL, Wang XX, Nie ML, Huang XH.","Gynecol Obstet Invest. 2010;69(2):73-7. doi: 10.1159/000258683. Epub 2009 Nov 17.","Kang JL","Gynecol Obstet Invest","2010","2009/11/20","","","10.1159/000258683"
